cpd:C00001	H2O; Water
cpd:C00389	Quercetin; 3,3',4,5,7-Pentahydroxyflavone; 3,5,7,3',4'-Pentahydroxyflavone
cpd:C00390	Ubiquinol; QH2; CoQH2
cpd:C00392	Mannitol; D-Mannitol
cpd:C00394	GDP-glucose; GDP-D-glucose; GDP-alpha-D-glucose
cpd:C00395	Penicillin; Penam
cpd:C00398	Tryptamine; 3-(2-Aminoethyl)indole
cpd:C00399	Ubiquinone; Coenzyme Q; CoQ; Q
cpd:C00400	(-)-Menthol; L-Menthol
cpd:C00401	Chondroitin; Chondroitin-D-glucuronate
cpd:C00402	D-Aspartate; D-Aspartic acid
cpd:C00406	Feruloyl-CoA; trans-Feruloyl-CoA
cpd:C00407	L-Isoleucine; 2-Amino-3-methylvaleric acid
cpd:C00408	L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid; (S)-Piperidine-2-carboxylic acid
cpd:C00409	Methanethiol; Methylmercaptan
cpd:C00410	Progesterone; 4-Pregnene-3,20-dione
cpd:C00411	Sinapoyl-CoA
cpd:C00412	Stearoyl-CoA; Stearyl-CoA; Stearyl coenzyme A
cpd:C00413	Streptomycin
cpd:C00414	Cyclohexanone
cpd:C00415	Dihydrofolate; Dihydrofolic acid; 7,8-Dihydrofolate; 7,8-Dihydrofolic acid; 7,8-Dihydropteroylglutamate
cpd:C00416	Phosphatidate; Phosphatidic acid; 1,2-Diacyl-sn-glycerol 3-phosphate; 3-sn-Phosphatidate
cpd:C00417	cis-Aconitate; cis-Aconitic acid
cpd:C00418	(R)-Mevalonate; Mevalonic acid; 3,5-Dihydroxy-3-methylvaleric acid
cpd:C00422	Triacylglycerol; Triglyceride
cpd:C00423	trans-Cinnamate; trans-Cinnamic acid; (E)-Cinnamate
cpd:C00424	(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde
cpd:C00426	Dermatan sulfate
cpd:C00427	Prostaglandin H2; (5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate; (5Z,13E,15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate; PGH2; (5Z,9alpha,11alpha,13E,15S)-9,11-Epidioxy-15-hydroxy-prosta-5,13-dienoate
cpd:C00429	5,6-Dihydrouracil; Dihydro-2,4(1H,3H)-pyrimidinedione; Dihydrouracile; Dihydrouracil; 5,6-Dihydro-2,4-dihydroxypyrimidine; Hydrouracil; 2,4-Dioxotetrahydropyrimidine
cpd:C00430	5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid
cpd:C00431	5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid
cpd:C00433	2,5-Dioxopentanoate; 2-Oxoglutarate semialdehyde
cpd:C00434	Double-stranded DNA
cpd:C00435	Oxidized rubredoxin
cpd:C00436	N-Carbamoylputrescine
cpd:C00437	N-Acetylornithine; N2-Acetyl-L-ornithine
cpd:C00438	N-Carbamoyl-L-aspartate
cpd:C00439	N-Formimino-L-glutamate; N-Formimidoyl-L-glutamate
cpd:C00440	5-Methyltetrahydrofolate
cpd:C00441	L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde
cpd:C00445	5,10-Methenyltetrahydrofolate
cpd:C00446	alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate
cpd:C00447	Sedoheptulose 1,7-bisphosphate; D-Sedoheptulose 1,7-bisphosphate; D-altro-Heptulose 1,7-biphosphate
cpd:C00448	trans,trans-Farnesyl diphosphate; Farnesyl diphosphate; Farnesyl pyrophosphate; 2-trans,6-trans-Farnesyl diphosphate; (2E,6E)-Farnesyl diphosphate
cpd:C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine; Saccharopine; L-Saccharopine; N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid
cpd:C00450	(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
cpd:C00455	Nicotinamide D-ribonucleotide; NMN; Nicotinamide mononucleotide; Nicotinamide ribonucleotide; Nicotinamide nucleotide; beta-Nicotinamide D-ribonucleotide; beta-Nicotinamide ribonucleotide; beta-Nicotinamide mononucleotide
cpd:C00458	dCTP; Deoxycytidine 5'-triphosphate; Deoxycytidine triphosphate; 2'-Deoxycytidine 5'-triphosphate
cpd:C00459	dTTP; Deoxythymidine triphosphate; Deoxythymidine 5'-triphosphate; TTP
cpd:C00460	dUTP; 2'-Deoxyuridine 5'-triphosphate
cpd:C00461	Chitin; beta-1,4-Poly-N-acetyl-D-glucosamine; [1,4-(N-Acetyl-beta-D-glucosaminyl)]n; [1,4-(N-Acetyl-beta-D-glucosaminyl)]n+1
cpd:C00463	Indole; 2,3-Benzopyrrole
cpd:C00464	Mannan; Mannoglycan
cpd:C00468	Estrone; 3-Hydroxy-1,3,5(10)-estratrien-17-one
cpd:C00469	Ethanol; Ethyl alcohol; Methylcarbinol
cpd:C00470	Pectate; Pectic acid; alpha-D-Polygalacturonic acid; Poly(1,4-alpha-D-galacturonate); Poly(1,4-alpha-D-galacturonate)(n); (1,4-alpha-D-Galacturonide)n; (1,4-alpha-D-Galacturonosyl)n; De-esterified pectin
cpd:C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
cpd:C00473	Retinol; all-trans-Retinol; Vitamin A; Vitamin A1
cpd:C00474	Ribitol; Adonitol
cpd:C00475	Cytidine
cpd:C00476	D-Lyxose
cpd:C00477	Ecdysone
cpd:C00479	Propanal; Propionaldehyde
cpd:C00482	Sinapate; Sinapic acid; 3,5-Dimethoxy-4-hydroxycinnamic acid
cpd:C00483	Tyramine; 2-(p-Hydroxyphenyl)ethylamine
cpd:C00486	Bilirubin
cpd:C00487	Carnitine; gamma-Trimethyl-hydroxybutyrobetaine; 3-Hydroxy-4-trimethylammoniobutanoate
cpd:C00488	Formamide; Methanamide
cpd:C00489	Glutarate; Glutaric acid; Pentanedioic acid; 1,3-Propanedicarboxylic acid
cpd:C00490	Itaconate; Itaconic acid; Methylenesuccinic acid
cpd:C00491	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid
cpd:C00492	Raffinose; Melitose; Melitriose; Gossypose; 6G-alpha-D-galactosylsucrose
cpd:C00493	Shikimate; Shikimic acid; 3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid
cpd:C00497	(R)-Malate; D-Malate; D-Malic acid
cpd:C00498	ADP-glucose; Adenosine diphosphoglucose
cpd:C00499	Allantoate; Allantoic acid
cpd:C00500	Biliverdin; Biliverdin IX alpha
cpd:C00501	CDP-glucose; CDP-D-Glucose
cpd:C00502	D-Xylonate
cpd:C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
cpd:C00504	Folate; Pteroylglutamic acid; Folic acid
cpd:C00506	L-Cysteate; L-Cysteic acid; 3-Sulfoalanine; 2-Amino-3-sulfopropionic acid
cpd:C00507	L-Rhamnose; 6-Deoxy-L-mannose; L-Mannomethylose
cpd:C00508	L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose
cpd:C00509	Naringenin; 4',5,7-Trihydroxyflavanone; (2S)-Naringenin; (-)-(2S)-Naringenin
cpd:C00510	Oleoyl-CoA; (9Z)-Octadecenoyl-CoA
cpd:C00511	Acrylic acid; Propenoate; Acrylate; 2-Propenoic acid; Vinylformic acid
cpd:C00512	S-Benzoate coenzyme A; Benzoyl-CoA
cpd:C00513	CDP-glycerol
cpd:C00514	D-Mannonate
cpd:C00515	D-Ornithine
cpd:C00517	Hexadecanal; Palmitaldehyde
cpd:C00519	Hypotaurine; 2-Aminoethanesulfinic acid
cpd:C00521	(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene
cpd:C00522	(R)-Pantoate; Pantoate; Pantoic acid
cpd:C00523	Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one
cpd:C00524	Cytochrome c; Holocytochrome c
cpd:C00526	Deoxyuridine; 2-Deoxyuridine; 2'-Deoxyuridine
cpd:C00527	Glutaryl-CoA
cpd:C00530	Hydroquinone; p-Benzenediol; 1,4-Benzenediol; 1,4-Dihydroxybenzene; Benzene-1,4-diol; Quinol; 4-Hydroxyphenol
cpd:C00531	Itaconyl-CoA
cpd:C00532	L-Arabitol; L-Arabinol; L-Arabinitol; L-Lyxitol
cpd:C00533	Nitric oxide; NO; Nitrogen monoxide
cpd:C00534	Pyridoxamine; PM
cpd:C00535	Testosterone; 17beta-Hydroxy-4-androsten-3-one
cpd:C00536	Triphosphate; Triphosphoric acid; Tripolyphosphate; Inorganic triphosphate
cpd:C00540	Cinnamoyl-CoA; S-(Cinnamoyl) coenzyme A
cpd:C00541	Cob(II)alamin; Vitamin B12r
cpd:C00543	Dimethylamine; (CH3)2NH
cpd:C00544	Homogentisate; Homogentisic acid; 2,5-Dihydroxyphenylacetic acid; 2,5-Dihydroxyphenylacetate
cpd:C00545	L-Arabinonate
cpd:C00546	Methylglyoxal; Pyruvaldehyde; Pyruvic aldehyde; 2-Ketopropionaldehyde; 2-Oxopropanal
cpd:C00547	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol
cpd:C00550	Sphingomyelin
cpd:C00552	meso-Tartaric acid; meso-Tartrate
cpd:C00553	(+)-Neomenthol
cpd:C00555	4-Aminobutyraldehyde; 4-Aminobutanal; Butyraldehyde, 4-amino-
cpd:C00556	Benzyl alcohol; alpha-Hydroxytoluene; Benzenemethanol; Phenylmethanol; Phenylcarbinol; Hydroxymethylbenzene
cpd:C00558	D-Tagaturonate; D-Tagaturonic acid
cpd:C00559	Deoxyadenosine; 2'-Deoxyadenosine
cpd:C00561	Mandelonitrile; Benzaldehyde cyanohydrin; (R)-Mandelonitrile
cpd:C00565	Trimethylamine; (CH3)3N; N,N-Dimethylmethanamine
cpd:C00566	(3S)-Citryl-CoA
cpd:C00568	4-Aminobenzoate; ABEE; 4-Aminobenzoic acid; p-Aminobenzoate
cpd:C00570	CDP-ethanolamine; Cytidine diphosphate ethanolamine
cpd:C00571	Cyclohexylamine; Cyclohexanamine
cpd:C00573	Keratan sulfate; Kerato sulfate; Keratan 6'-sulfate; Keratan; Kerato 6'-sulfate
cpd:C00575	3',5'-Cyclic AMP; Cyclic adenylic acid; Cyclic AMP; Adenosine 3',5'-phosphate; Adenosine 3',5'-cyclic phosphate; cAMP
cpd:C00576	Betaine aldehyde
cpd:C00577	D-Glyceraldehyde
cpd:C00580	Dimethyl sulfide; Methyl sulfide; Methyl thioether
cpd:C00581	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid
cpd:C00582	Phenylacetyl-CoA; Phenylacetyl coenzyme A
cpd:C00583	Propane-1,2-diol; 1,2-Propanediol; Propylene glycol
cpd:C00584	Prostaglandin E2; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate; Dinoprostone; PGE2
cpd:C00587	3-Hydroxybenzoate; 3-Hydroxybenzoic acid; m-Hydroxybenzoic acid
cpd:C00588	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine
cpd:C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol; trans-Coniferyl alcohol
cpd:C00593	Sulfoacetaldehyde; 2-Sulfoacetaldehyde
cpd:C00596	2-Hydroxy-2,4-pentadienoate; cis-2-Hydroxypenta-2,4-dienoate; Oxopent-4-enoate; 2-Oxopent-4-enoate; 2-Hydroxypenta-2,4-dienoate
cpd:C00599	Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one
cpd:C00601	Phenylacetaldehyde; alpha-Tolualdehyde
cpd:C00603	(-)-Ureidoglycolate; (S)-Ureidoglycolate
cpd:C00605	2,3-Dehydroacyl-CoA; Dehydroacyl-CoA
cpd:C00606	3-Sulfino-L-alanine; L-Cysteinesulfinic acid; 3-Sulphino-L-alanine; 3-Sulfinoalanine
cpd:C00607	Chondroitin sulfate
cpd:C00609	Long-chain aldehyde
cpd:C00616	Quercetin 3-sulfate
cpd:C00617	UDP-D-galacturonate; UDPgalacturonate
cpd:C00618	3-Dehydro-L-gulonate
cpd:C00620	alpha-D-Ribose 1-phosphate; Ribose 1-phosphate; D-Ribose 1-phosphate
cpd:C00621	Dolichyl diphosphate; Dolichol diphosphate
cpd:C00623	sn-Glycerol 1-phosphate; sn-Gro-1-P; L-Glycerol 1-phosphate
cpd:C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
cpd:C00627	Pyridoxine phosphate; Pyridoxine 5-phosphate; Pyridoxine 5'-phosphate; Pyridoxol 5'-phosphate
cpd:C00628	2,5-Dihydroxybenzoate; 2,5-Dihydroxybenzoic acid; Gentisic acid; Hydroquinonecarboxylic acid; Gentisate
cpd:C00630	2-Methylpropanoyl-CoA; 2-Methylpropionyl-CoA; Isobutyryl-CoA
cpd:C00631	2-Phospho-D-glycerate; D-Glycerate 2-phosphate; 2-Phospho-(R)-glycerate
cpd:C00632	3-Hydroxyanthranilate; 3-Hydroxyanthranilic acid
cpd:C00633	4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
cpd:C00634	Chondroitin 4-sulfate; Chondroitin sulfate A; Chondroitin 4'-sulfate
cpd:C00636	D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate
cpd:C00637	Indole-3-acetaldehyde; 2-(Indol-3-yl)acetaldehyde; Indoleacetaldehyde
cpd:C00638	Long-chain fatty acid; Higher fatty acid
cpd:C00639	Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583; (5Z,9alpha,11alpha,13E,15S)-9,11,15-Trihydroxyprosta-5,13-dienoate
cpd:C00640	(3S)-3-Hydroxyacyl-CoA; (S)-3-Hydroxyacyl-CoA
cpd:C00641	1,2-Diacyl-sn-glycerol; 1,2-Diacylglycerol; L-1,2-Diacylglycerol
cpd:C00642	4-Hydroxyphenylacetate; 4-Hydroxyphenylacetic acid
cpd:C00643	5-Hydroxy-L-tryptophan; Oxitriptan
cpd:C00644	D-Mannitol 1-phosphate
cpd:C00645	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose
cpd:C00647	Pyridoxamine phosphate; Pyridoxamine 5-phosphate; Pyridoxamine 5'-phosphate
cpd:C00651	4-Methylene-L-glutamate
cpd:C00655	Xanthosine 5'-phosphate; Xanthylic acid; XMP; (9-D-Ribosylxanthine)-5'-phosphate
cpd:C00658	trans-2,3-Dehydroacyl-CoA; trans-2-Enoyl-CoA; trans-2,3-Didehydroacyl-CoA; trans-Didehydroacyl-CoA; (2E)-2-Enoyl-CoA
cpd:C00663	beta-D-Glucose 1-phosphate
cpd:C00664	5-Formiminotetrahydrofolate; 5-Formimidoyltetrahydrofolate
cpd:C00665	beta-D-Fructose 2,6-bisphosphate; D-Fructose 2,6-bisphosphate
cpd:C00666	LL-2,6-Diaminoheptanedioate; LL-2,6-Diaminopimelate; LL-2,6-Diaminopimelic acid
cpd:C00668	alpha-D-Glucose 6-phosphate
cpd:C00669	gamma-L-Glutamyl-L-cysteine; L-gamma-Glutamylcysteine; 5-L-Glutamyl-L-cysteine; gamma-Glutamylcysteine
cpd:C00670	sn-Glycero-3-phosphocholine; Glycerophosphocholine
cpd:C00671	(S)-3-Methyl-2-oxopentanoic acid; (S)-3-Methyl-2-oxopentanoate; (3S)-3-Methyl-2-oxopentanoic acid; (3S)-3-Methyl-2-oxopentanoate
cpd:C00672	2-Deoxy-D-ribose 1-phosphate; 2-Deoxy-alpha-D-ribose 1-phosphate
cpd:C00673	2-Deoxy-D-ribose 5-phosphate
cpd:C00674	5alpha-Androstane-3,17-dione; Androstanedione
cpd:C00679	5-Dehydro-4-deoxy-D-glucarate
cpd:C00680	meso-2,6-Diaminoheptanedioate; meso-2,6-Diaminopimelate; meso-2,6-Diaminopimelic acid; meso-Diaminoheptanedioate
cpd:C00681	1-Acyl-sn-glycerol 3-phosphate; 2-Lysophosphatidate; Lysophosphatidate; Lysophosphatidic acid
cpd:C00682	2-Hydroxymuconate semialdehyde; 2-Hydroxymuconic semialdehyde; 2-Hydroxymuconate-6-semialdehyde
cpd:C00683	(S)-Methylmalonyl-CoA; (S)-Methylmalonyl-coenzyme A; (2S)-Methylmalonyl-CoA; D-Methylmalonyl-CoA
cpd:C00684	2-Dehydro-3-deoxy-L-arabinonate; 2-Dehydro-3-deoxy-L-pentonate
cpd:C00688	dTDP-4-dehydro-beta-L-rhamnose; dTDP-4-dehydro-6-deoxy-beta-L-mannose; dTDP-4-oxo-6-deoxy-L-mannose; dTDP-4-oxo-L-rhamnose
cpd:C00689	alpha,alpha'-Trehalose 6-phosphate; Trehalose 6-phosphate
cpd:C00691	2,4,6/3,5-Pentahydroxycyclohexanone; scyllo-Inosose; 2-Inosose
cpd:C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate
cpd:C00695	Cholic acid; Cholate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid
cpd:C00696	Prostaglandin D2; (5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate; (5Z,13E,15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate; PGD2
cpd:C00697	Nitrogen; N2
cpd:C00698	Cl-; Chloride; Chloride ion
cpd:C00700	XTP; Xanthosine 5'-triphosphate
cpd:C00704	O2.-; Superoxide anion; O2-
cpd:C00705	dCDP; 2'-Deoxycytidine diphosphate; 2'-Deoxycytidine 5'-diphosphate
cpd:C00707	Xylan
cpd:C00708	Iodide; I-
cpd:C00712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid
cpd:C00714	Pectin; Poly(1,4-alpha-D-galacturonide)
cpd:C00716	DL-Serine; 2-Amino-3-hydroxypropionic acid; 3-Hydroxyalanine; Serine
cpd:C00718	Amylose; Amylose chain; (1,4-alpha-D-Glucosyl)n; (1,4-alpha-D-Glucosyl)n+1; (1,4-alpha-D-Glucosyl)n-1; 4-{(1,4)-alpha-D-Glucosyl}(n-1)-D-glucose; 1,4-alpha-D-Glucan
cpd:C00719	Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate
cpd:C00721	Dextrin
cpd:C00725	Lipoate; Lipoic acid; alpha-Lipoic acid; Thioctic acid
cpd:C00726	Nitrile; R-CN
cpd:C00729	Tropine; 3alpha-Tropanol
cpd:C00734	Chitosan; beta-1,4-Poly-D-glucosamine
cpd:C00735	Cortisol; Hydrocortisone; 11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione; Kendall's compound F; Reichstein's substance M
cpd:C00736	Cysteine; 2-Amino-3-mercaptopropionic acid
cpd:C00739	D-Lysine; D-2,6-Diaminohexanoic acid
cpd:C00740	D-Serine
cpd:C00741	Diacetyl; Biacetyl; Dimethylglyoxal; 2,3-Butanedione
cpd:C00744	Macrocin; Tylosin C
cpd:C00745	Nicotine; (S)-3-(1-Methylpyrrolidin-2-yl)pyridine; (S)-Nicotine
cpd:C00746	Oxytocin; Ocytocin; OT; OXT
cpd:C00748	Siroheme
cpd:C00750	Spermine; N,N'-Bis(3-aminopropyl)-1,4-butanediamine
cpd:C00751	Squalene; Spinacene; Supraene
cpd:C00753	Tungsten
cpd:C00755	4-Hydroxy-3-methoxy-benzaldehyde; Vanillin; Vanillaldehyde; 4-Hydroxy-3-methoxybenzaldehyde
cpd:C00757	Berberine; Umbellatine
cpd:C00758	Bergaptol; 5-Hydroxypsoralen; 5-Hydroxyfuranocoumarin
cpd:C00760	Cellulose; (1,4-beta-D-Glucosyl)n; (1,4-beta-D-Glucosyl)n+1; (1,4-beta-D-Glucosyl)n-1; 1,4-beta-D-Glucan; Microcrystalline cellulose
cpd:C00761	Coniferin
cpd:C00762	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa
cpd:C00763	D-Proline
cpd:C00766	Flavanone; 2,3-Dihydroflavone
cpd:C00777	Retinoate; Retinoic acid; Vitamin A acid; all-trans-Retinoate; Acide retinoique (French) (DSL); Tretinoine (French) (EINECS); 3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL); (all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid; beta-Retinoic acid; AGN 100335; all-(E)-Retinoic acid; all-trans-beta-Retinoic acid; all-trans-Retinoic acid; all-trans-Tretinoin; all-trans-Vitamin A acid; Ro 1-5488; trans-Retinoic acid; Tretin M; all-trans-Vitamin A1 acid
cpd:C00778	Rhodopsin; Visual purple
cpd:C00780	Serotonin; 3-(2-Aminoethyl)-1H-indol-5-ol; 5-Hydroxytryptamine; Enteramine
cpd:C00783	Tropinone; 3-Tropanone
cpd:C00785	Urocanate; Urocanic acid
cpd:C00786	(-)-Vestitone; Vestitone
cpd:C00788	L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
cpd:C00789	CDP-ribitol; CDP-L-ribitol; CDP 5-ester with D-ribitol
cpd:C00791	Creatinine; 1-Methylglycocyamidine
cpd:C00792	D-Arginine; D-2-Amino-5-guanidinovaleric acid
cpd:C00793	D-Cysteine; D-Amino-3-mercaptopropionic acid
cpd:C00794	D-Sorbitol; D-Glucitol; L-Gulitol; Sorbitol
cpd:C00795	D-Tagatose; lyxo-Hexulose
cpd:C00798	Formyl-CoA
cpd:C00800	L-Gulonate; L-Gulonic acid; Gulonate; Gulonic acid
cpd:C00802	Oxalureate; Oxaluric acid; Monooxalylurea; Oxalurate
cpd:C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate
cpd:C00805	Salicylate; o-Hydroxybenzoic acid; Salicylic acid
cpd:C00810	(R)-Acetoin; (R)-2-Acetoin; (R)-3-Hydroxy-2-butanone; (R)-Dimethylketol; (R)-3-Hydroxybutan-2-one
cpd:C00811	4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate
cpd:C00813	Barbiturate; Barbituric acid; Malonylurea
cpd:C00814	Biochanin A
cpd:C00817	D-Altronate
cpd:C00818	D-Glucarate; D-Glucaric acid; L-Gularic acid; D-Saccharic acid; D-Glucosaccharic acid; Glucaric acid; Glucarate
cpd:C00819	D-Glutamine; D-2-Aminoglutaramic acid
cpd:C00822	Dopaquinone
cpd:C00823	1-Hexadecanol; Hexadecanol; Cetyl alcohol; Palmityl alcohol; 16-Hexadecanol
cpd:C00826	L-Arogenate; L-Arogenic acid; Pretyrosine
cpd:C00827	Lactoyl-CoA
cpd:C00828	Menaquinone; Vitamin K2
cpd:C00829	Naphthalene
cpd:C00831	Pantetheine; (R)-Pantetheine
cpd:C00836	Sphinganine; Dihydrosphingosine; 2-Amino-1,3-dihydroxyoctadecane
cpd:C00841	Xanthotoxol; 8-Hydroxypsoralen; 8-Hydroxyfuranocoumarin
cpd:C00842	dTDP-glucose; dTDP-D-glucose; dTDP-alpha-D-glucose
cpd:C00843	(-)-Menthone; l-Menthone; p-Menthan-3-one
cpd:C00844	Prunasin; (R)-Prunasin
cpd:C00845	2-Furoyl-CoA
cpd:C00846	3-Oxoadipate; 3-Oxoadipic acid; 3-Keto-adipate
cpd:C00847	4-Pyridoxate; 4-Pyridoxic acid
cpd:C00848	6-Oxocineole; (1R,4S)-1,3,3-Trimethyl-2-oxabicyclo[2.2.2]octan-6-one; 2-Oxo-1,8-cineole
cpd:C00852	Chlorogenate; Chlorogenic acid; Caffeoyl quinic acid; trans-5-O-Caffeoyl-D-quinate
cpd:C00853	Cob(I)alamin; Cbl; Vitamin B12s
cpd:C00854	Cyclohexanol; Hexalin; Hexahydrophenol; Cyclohexan-1-ol
cpd:C00855	D-Methionine; D-2-Amino-4-(methylthio)butyric acid
cpd:C00857	Deamino-NAD+; Deamido-NAD+; Deamido-NAD
cpd:C00858	Formononetin
cpd:C00859	Gibberellin A1; Gibberellin 1
cpd:C00860	L-Histidinol
cpd:C00861	L-Rhamnulose; 6-Deoxy-L-fructose
cpd:C00862	Methanofuran; Carbon dioxide reduction factor
cpd:C00864	Pantothenate; Pantothenic acid; (R)-Pantothenate
cpd:C00865	Phospholipid
cpd:C00868	tRNA uridine; Uracil in tRNA
cpd:C00870	4-Nitrophenol; p-Nitrophenol; PNP; Niphen; 4-Hydroxynitrobenzene
cpd:C00873	Angiotensin I
cpd:C00876	Coenzyme F420
cpd:C00877	Crotonoyl-CoA; Crotonyl-CoA; 2-Butenoyl-CoA; trans-But-2-enoyl-CoA; But-2-enoyl-CoA
cpd:C00879	D-Galactarate; D-Mucic acid; D-Galactaric acid; Galactaric acid; Galactarate; Mucic acid
cpd:C00880	D-Galactonate; D-Galactonic acid
cpd:C00881	Deoxycytidine; 2'-Deoxycytidine
cpd:C00882	Dephospho-CoA; Dephosphocoenzyme A; 3'-Dephospho-CoA
cpd:C00884	Homocarnosine; L-Homocarnosine; gamma-Aminobutyryl histidine; N-(4-Amino-1-oxobutyryl)histidine
cpd:C00885	Isochorismate; Isochorismic acid
cpd:C00886	L-Alanyl-tRNA; L-Alanyl-tRNA(Ala)
cpd:C00887	Nitrous oxide; Dinitrogen monoxide; Dinitrogen oxide; N2O
cpd:C00888	Pentanoyl-CoA; Valeryl-coenzyme A
cpd:C00894	Propenoyl-CoA; Acryloyl-CoA; Acrylyl-CoA
cpd:C00898	(R,R)-Tartaric acid; (R,R)-Tartrate; L-Tartaric acid; Tartaric acid; Tartrate; 2,3-Dihydroxybutanedioic acid; (2R,3R)-Tartaric acid; (+)-Tartaric acid
cpd:C00899	11-cis-Retinol
cpd:C00900	2-Acetolactate
cpd:C00903	Cinnamaldehyde
cpd:C00905	D-Fructuronate; D-Fructuronic acid
cpd:C00906	5,6-Dihydrothymine; Dihydrothymine; 5,6-Dihydro-5-methyluracil
cpd:C00909	Leukotriene A4; LTA4; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoic acid; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoate; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate; (5S,6S,7E,9E,11Z,14Z)-5,6-Epoxyicosa-7,9,11,14-tetraenoate
cpd:C00913	3-Methyladenine
cpd:C00916	Cephalosporin C
cpd:C00919	Choline sulfate
cpd:C00921	Dihydropteroate; 7,8-Dihydropteroate
cpd:C00922	2,3-Dimethylmaleate; Dimethylmaleic acid
cpd:C00925	Heparan sulfate; Heparitin sulfate; Heparin sulfate; Heparin monosulfate
